2.513274e-02	1.554315e-02
5.026548e-02	7.661112e-02
7.539822e-02	1.205750e-01
1.005310e-01	2.110539e-01
1.256637e-01	2.061398e-01
1.507964e-01	2.764635e-01
1.759292e-01	3.398038e-01
2.010619e-01	4.361015e-01
2.261947e-01	4.184767e-01
2.513274e-01	4.461148e-01
2.764602e-01	4.980429e-01
3.015929e-01	4.950244e-01
3.267256e-01	5.189322e-01
3.518584e-01	5.307295e-01
3.769911e-01	5.535902e-01
4.021239e-01	5.270141e-01
4.272566e-01	5.527866e-01
4.523893e-01	5.570015e-01
4.775221e-01	5.782884e-01
5.026548e-01	5.713854e-01
5.277876e-01	5.649543e-01
5.529203e-01	5.464611e-01
5.780530e-01	5.673507e-01
6.031858e-01	5.605632e-01
6.283185e-01	5.672740e-01
6.534513e-01	5.548817e-01
6.785840e-01	5.559981e-01
7.037168e-01	5.473791e-01
7.288495e-01	5.539531e-01
7.539822e-01	5.654250e-01
7.791150e-01	5.465377e-01
8.042477e-01	5.456538e-01
8.293805e-01	5.604384e-01
8.545132e-01	5.333912e-01
8.796459e-01	5.440933e-01
9.047787e-01	5.423656e-01
9.299114e-01	5.591450e-01
9.550442e-01	5.451789e-01
9.801769e-01	5.451926e-01
1.005310e+00	5.570272e-01
1.030442e+00	5.599314e-01
1.055575e+00	5.577116e-01
1.080708e+00	5.581221e-01
1.105841e+00	5.694272e-01
1.130973e+00	5.685732e-01
1.156106e+00	5.727337e-01
1.181239e+00	5.822985e-01
1.206372e+00	5.833474e-01
1.231504e+00	5.822906e-01
1.256637e+00	5.755122e-01
1.281770e+00	5.859728e-01
1.306903e+00	5.940721e-01
1.332035e+00	6.026496e-01
1.357168e+00	6.114188e-01
1.382301e+00	6.114117e-01
1.407434e+00	6.236087e-01
1.432566e+00	6.348924e-01
1.457699e+00	6.398160e-01
1.482832e+00	6.510222e-01
1.507964e+00	6.497243e-01
1.533097e+00	6.602536e-01
1.558230e+00	6.767322e-01
1.583363e+00	6.853652e-01
1.608495e+00	6.973781e-01
1.633628e+00	7.045992e-01
1.658761e+00	7.155418e-01
1.683894e+00	7.275982e-01
1.709026e+00	7.395004e-01
1.734159e+00	7.550042e-01
1.759292e+00	7.682486e-01
1.784425e+00	7.934937e-01
1.809557e+00	7.999542e-01
1.834690e+00	8.143415e-01
1.859823e+00	8.371487e-01
1.884956e+00	8.558674e-01
1.910088e+00	8.716660e-01
1.935221e+00	8.921049e-01
1.960354e+00	9.206832e-01
1.985487e+00	9.455553e-01
2.010619e+00	9.674422e-01
2.035752e+00	9.889874e-01
2.060885e+00	1.019524e+00
2.086018e+00	1.049412e+00
2.111150e+00	1.080858e+00
2.136283e+00	1.115122e+00
2.161416e+00	1.146690e+00
2.186548e+00	1.187504e+00
2.211681e+00	1.223702e+00
2.236814e+00	1.259359e+00
2.261947e+00	1.310976e+00
2.287079e+00	1.353557e+00
2.312212e+00	1.413160e+00
2.337345e+00	1.459176e+00
2.362478e+00	1.503155e+00
2.387610e+00	1.570732e+00
2.412743e+00	1.634199e+00
2.437876e+00	1.725063e+00
2.463009e+00	1.792453e+00
2.488141e+00	1.872424e+00
2.513274e+00	1.952645e+00
2.538407e+00	2.037617e+00
2.563540e+00	2.124569e+00
2.588672e+00	2.227462e+00
2.613805e+00	2.399249e+00
2.638938e+00	2.537811e+00
2.664071e+00	2.669936e+00
2.689203e+00	2.828422e+00
2.714336e+00	3.025421e+00
2.739469e+00	3.267578e+00
2.764602e+00	3.474336e+00
2.789734e+00	3.780973e+00
2.814867e+00	3.966809e+00
2.840000e+00	4.416539e+00
2.865133e+00	4.779902e+00
2.890265e+00	5.191216e+00
2.915398e+00	5.585453e+00
2.940531e+00	6.170363e+00
2.965663e+00	6.593025e+00
2.990796e+00	7.472125e+00
3.015929e+00	8.290699e+00
3.041062e+00	9.754727e+00
3.066194e+00	1.047804e+01
3.091327e+00	1.139780e+01
3.116460e+00	1.367939e+01
3.141593e+00	1.678801e+01
3.166725e+00	1.781909e+01
3.191858e+00	1.919409e+01
