2.513274e-02	1.630576e-03
5.026548e-02	6.261782e-03
7.539822e-02	1.490255e-02
1.005310e-01	2.585603e-02
1.256637e-01	2.867029e-02
1.507964e-01	3.791405e-02
1.759292e-01	4.049274e-02
2.010619e-01	4.508992e-02
2.261947e-01	4.640849e-02
2.513274e-01	4.949342e-02
2.764602e-01	5.313591e-02
3.015929e-01	5.736323e-02
3.267256e-01	6.300511e-02
3.518584e-01	6.067478e-02
3.769911e-01	6.298270e-02
4.021239e-01	6.547904e-02
4.272566e-01	6.674242e-02
4.523893e-01	6.846736e-02
4.775221e-01	6.842336e-02
5.026548e-01	7.308842e-02
5.277876e-01	7.115616e-02
5.529203e-01	7.321394e-02
5.780530e-01	7.343731e-02
6.031858e-01	7.400222e-02
6.283185e-01	7.510080e-02
6.534513e-01	7.422464e-02
6.785840e-01	7.581247e-02
7.037168e-01	7.637888e-02
7.288495e-01	7.498953e-02
7.539822e-01	7.853824e-02
7.791150e-01	7.632584e-02
8.042477e-01	7.818375e-02
8.293805e-01	7.945707e-02
8.545132e-01	8.032920e-02
8.796459e-01	8.078398e-02
9.047787e-01	8.124181e-02
9.299114e-01	8.130454e-02
9.550442e-01	7.912677e-02
9.801769e-01	8.375187e-02
1.005310e+00	8.545083e-02
1.030442e+00	8.290859e-02
1.055575e+00	8.447087e-02
1.080708e+00	8.663153e-02
1.105841e+00	8.803455e-02
1.130973e+00	8.806911e-02
1.156106e+00	8.702790e-02
1.181239e+00	8.849151e-02
1.206372e+00	9.278676e-02
1.231504e+00	9.324509e-02
1.256637e+00	9.128276e-02
1.281770e+00	9.246441e-02
1.306903e+00	9.498983e-02
1.332035e+00	9.631439e-02
1.357168e+00	9.635337e-02
1.382301e+00	9.566373e-02
1.407434e+00	9.897657e-02
1.432566e+00	1.016875e-01
1.457699e+00	1.019670e-01
1.482832e+00	1.042945e-01
1.507964e+00	1.052796e-01
1.533097e+00	1.055381e-01
1.558230e+00	1.081788e-01
1.583363e+00	1.102031e-01
1.608495e+00	1.123919e-01
1.633628e+00	1.137207e-01
1.658761e+00	1.157545e-01
1.683894e+00	1.163832e-01
1.709026e+00	1.194713e-01
1.734159e+00	1.222627e-01
1.759292e+00	1.251388e-01
1.784425e+00	1.281177e-01
1.809557e+00	1.311185e-01
1.834690e+00	1.311971e-01
1.859823e+00	1.356505e-01
1.884956e+00	1.371513e-01
1.910088e+00	1.416650e-01
1.935221e+00	1.441036e-01
1.960354e+00	1.480205e-01
1.985487e+00	1.517761e-01
2.010619e+00	1.546259e-01
2.035752e+00	1.588770e-01
2.060885e+00	1.623235e-01
2.086018e+00	1.674348e-01
2.111150e+00	1.734450e-01
2.136283e+00	1.769716e-01
2.161416e+00	1.824605e-01
2.186548e+00	1.858947e-01
2.211681e+00	1.918368e-01
2.236814e+00	1.968322e-01
2.261947e+00	2.056896e-01
2.287079e+00	2.104919e-01
2.312212e+00	2.174324e-01
2.337345e+00	2.256457e-01
2.362478e+00	2.341453e-01
2.387610e+00	2.432944e-01
2.412743e+00	2.495081e-01
2.437876e+00	2.613745e-01
2.463009e+00	2.692424e-01
2.488141e+00	2.845486e-01
2.513274e+00	2.954694e-01
2.538407e+00	3.082961e-01
2.563540e+00	3.211648e-01
2.588672e+00	3.364883e-01
2.613805e+00	3.540742e-01
2.638938e+00	3.696012e-01
2.664071e+00	3.916425e-01
2.689203e+00	4.150566e-01
2.714336e+00	4.258918e-01
2.739469e+00	4.633034e-01
2.764602e+00	4.868171e-01
2.789734e+00	5.175308e-01
2.814867e+00	5.436591e-01
2.840000e+00	5.889294e-01
2.865133e+00	6.327853e-01
2.890265e+00	6.807729e-01
2.915398e+00	7.184217e-01
2.940531e+00	8.085088e-01
2.965663e+00	8.612688e-01
2.990796e+00	9.609365e-01
3.015929e+00	1.061459e+00
3.041062e+00	1.173521e+00
3.066194e+00	1.346894e+00
3.091327e+00	1.494923e+00
3.116460e+00	1.741157e+00
3.141593e+00	2.166016e+00
3.166725e+00	2.395492e+00
3.191858e+00	2.611910e+00
